event_id,customer_id,timestamp,event_type,page_url,session_id,device_type,browser,ip_address,user_agent
EVT_00000061,CUST_000241,2025-06-16 09:55:56,page_view,/page/15,SESS_001652,desktop,Chrome,12.63.252.122,Mozilla/5.0 (compatible)
EVT_00000062,CUST_000626,2025-09-01 09:55:56,click,/page/27,SESS_001815,mobile,Firefox,184.179.99.127,Mozilla/5.0 (compatible)
EVT_00000063,CUST_000410,2025-08-10 09:55:56,logout,/page/42,SESS_001409,desktop,Chrome,200.109.57.46,Mozilla/5.0 (compatible)
EVT_00000064,CUST_000824,2025-06-13 09:55:56,purchase_start,/page/30,SESS_000103,mobile,Chrome,117.35.206.119,Mozilla/5.0 (compatible)
EVT_00000065,CUST_000684,2025-07-05 09:55:56,purchase_start,/page/39,SESS_000650,tablet,Edge,157.209.185.229,Mozilla/5.0 (compatible)
EVT_00000066,CUST_000517,2025-07-18 09:55:56,search,/page/36,SESS_000914,mobile,Edge,116.67.193.64,Mozilla/5.0 (compatible)
EVT_00000067,CUST_000861,2025-06-21 09:55:56,page_view,/page/50,SESS_001593,mobile,Firefox,71.113.20.183,Mozilla/5.0 (compatible)
EVT_00000068,CUST_000293,2025-08-11 09:55:56,page_view,/page/22,SESS_000655,mobile,Chrome,36.39.60.99,Mozilla/5.0 (compatible)
EVT_00000069,CUST_000711,2025-08-22 09:55:56,purchase_complete,/page/14,SESS_000132,desktop,Safari,139.120.107.16,Mozilla/5.0 (compatible)
EVT_00000070,CUST_000212,2025-07-19 09:55:56,click,/page/50,SESS_001197,tablet,Chrome,220.226.196.148,Mozilla/5.0 (compatible)
EVT_00000071,CUST_000390,2025-07-11 09:55:56,login,/page/23,SESS_000612,mobile,Edge,138.192.189.140,Mozilla/5.0 (compatible)
EVT_00000072,CUST_000820,2025-06-25 09:55:56,logout,/page/32,SESS_000450,desktop,Edge,8.100.87.172,Mozilla/5.0 (compatible)
EVT_00000073,CUST_000696,2025-07-21 09:55:56,purchase_complete,/page/11,SESS_001722,desktop,Firefox,252.160.137.7,Mozilla/5.0 (compatible)
EVT_00000074,CUST_000929,2025-07-22 09:55:56,purchase_start,/page/37,SESS_001358,desktop,Edge,35.222.119.47,Mozilla/5.0 (compatible)
EVT_00000075,CUST_000052,2025-08-08 09:55:56,click,/page/21,SESS_000434,desktop,Safari,195.226.98.72,Mozilla/5.0 (compatible)
EVT_00000076,CUST_000771,2025-07-19 09:55:56,page_view,/page/6,SESS_000964,desktop,Chrome,244.90.58.167,Mozilla/5.0 (compatible)
EVT_00000077,CUST_000071,2025-06-19 09:55:56,login,/page/49,SESS_000064,tablet,Firefox,215.6.160.40,Mozilla/5.0 (compatible)
EVT_00000078,CUST_000245,2025-08-25 09:55:56,click,/page/43,SESS_000235,mobile,Firefox,120.180.66.197,Mozilla/5.0 (compatible)
EVT_00000079,CUST_000378,2025-08-20 09:55:56,purchase_start,/page/39,SESS_001974,mobile,Chrome,200.210.42.247,Mozilla/5.0 (compatible)
EVT_00000080,CUST_000319,2025-08-28 09:55:56,purchase_start,/page/2,SESS_001903,desktop,Edge,102.242.184.51,Mozilla/5.0 (compatible)
EVT_00000081,CUST_000078,2025-06-27 09:55:56,purchase_complete,/page/41,SESS_000498,desktop,Safari,218.176.154.207,Mozilla/5.0 (compatible)
EVT_00000082,CUST_000124,2025-06-30 09:55:56,search,/page/3,SESS_000712,mobile,Safari,18.130.166.88,Mozilla/5.0 (compatible)
EVT_00000083,CUST_000013,2025-07-19 09:55:56,search,/page/32,SESS_000217,desktop,Safari,163.229.213.118,Mozilla/5.0 (compatible)
EVT_00000084,CUST_000725,2025-08-22 09:55:56,click,/page/12,SESS_001503,mobile,Safari,158.207.236.138,Mozilla/5.0 (compatible)
EVT_00000085,CUST_000794,2025-07-11 09:55:56,click,/page/28,SESS_001692,mobile,Safari,83.219.63.213,Mozilla/5.0 (compatible)
EVT_00000086,CUST_000958,2025-08-30 09:55:56,page_view,/page/29,SESS_000500,mobile,Edge,87.8.127.218,Mozilla/5.0 (compatible)
EVT_00000087,CUST_000333,2025-08-18 09:55:56,click,/page/14,SESS_000727,mobile,Safari,72.226.153.180,Mozilla/5.0 (compatible)
EVT_00000088,CUST_000902,2025-08-06 09:55:56,purchase_start,/page/1,SESS_001059,tablet,Chrome,62.185.105.126,Mozilla/5.0 (compatible)
EVT_00000089,CUST_000569,2025-08-11 09:55:56,purchase_complete,/page/31,SESS_001323,mobile,Edge,203.5.24.76,Mozilla/5.0 (compatible)
EVT_00000090,CUST_000227,2025-07-21 09:55:56,purchase_complete,/page/16,SESS_000628,mobile,Safari,122.142.136.89,Mozilla/5.0 (compatible)
EVT_00000091,CUST_000436,2025-07-02 09:55:56,page_view,/page/23,SESS_001440,desktop,Safari,65.60.31.185,Mozilla/5.0 (compatible)
EVT_00000092,CUST_000198,2025-08-01 09:55:56,login,/page/48,SESS_001098,tablet,Firefox,50.56.190.124,Mozilla/5.0 (compatible)
EVT_00000093,CUST_000284,2025-06-27 09:55:56,search,/page/34,SESS_001223,desktop,Chrome,214.50.76.59,Mozilla/5.0 (compatible)
EVT_00000094,CUST_000370,2025-08-19 09:55:56,page_view,/page/1,SESS_001451,mobile,Safari,12.250.14.142,Mozilla/5.0 (compatible)
EVT_00000095,CUST_000300,2025-06-13 09:55:56,logout,/page/41,SESS_001779,mobile,Chrome,224.4.147.73,Mozilla/5.0 (compatible)
EVT_00000096,CUST_000481,2025-07-11 09:55:56,click,/page/22,SESS_000378,tablet,Safari,241.221.123.30,Mozilla/5.0 (compatible)
EVT_00000097,CUST_000842,2025-09-02 09:55:56,click,/page/32,SESS_000152,mobile,Chrome,39.39.208.145,Mozilla/5.0 (compatible)
EVT_00000098,CUST_000972,2025-08-03 09:55:56,login,/page/16,SESS_000243,mobile,Edge,156.153.203.159,Mozilla/5.0 (compatible)
EVT_00000099,CUST_000232,2025-07-06 09:55:56,click,/page/29,SESS_001861,desktop,Edge,79.146.159.16,Mozilla/5.0 (compatible)
EVT_00000100,CUST_000625,2025-08-29 09:55:56,search,/page/14,SESS_001282,desktop,Chrome,41.62.45.142,Mozilla/5.0 (compatible)
EVT_00000101,CUST_000077,2025-08-21 09:55:56,login,/page/27,SESS_000923,mobile,Edge,75.9.60.74,Mozilla/5.0 (compatible)
EVT_00000102,CUST_000724,2025-08-05 09:55:56,purchase_complete,/page/30,SESS_000146,mobile,Safari,202.203.161.151,Mozilla/5.0 (compatible)
EVT_00000103,CUST_000678,2025-08-16 09:55:56,click,/page/8,SESS_001116,desktop,Firefox,233.69.212.37,Mozilla/5.0 (compatible)
EVT_00000104,CUST_000074,2025-09-03 09:55:56,logout,/page/20,SESS_001219,mobile,Safari,113.32.120.177,Mozilla/5.0 (compatible)
EVT_00000105,CUST_000312,2025-06-13 09:55:56,click,/page/18,SESS_001025,mobile,Edge,21.154.11.228,Mozilla/5.0 (compatible)
EVT_00000106,CUST_000443,2025-07-31 09:55:56,purchase_start,/page/17,SESS_000053,desktop,Chrome,196.173.211.69,Mozilla/5.0 (compatible)
EVT_00000107,CUST_000591,2025-09-05 09:55:56,search,/page/49,SESS_000359,desktop,Edge,235.72.47.150,Mozilla/5.0 (compatible)
EVT_00000108,CUST_000447,2025-06-21 09:55:56,search,/page/32,SESS_001985,desktop,Safari,105.86.83.172,Mozilla/5.0 (compatible)
EVT_00000109,CUST_000108,2025-08-21 09:55:56,page_view,/page/27,SESS_001421,desktop,Edge,209.195.141.10,Mozilla/5.0 (compatible)
EVT_00000110,CUST_000466,2025-08-30 09:55:56,page_view,/page/17,SESS_000663,desktop,Edge,222.132.212.253,Mozilla/5.0 (compatible)
EVT_00000111,CUST_000002,2025-06-18 09:55:56,search,/page/35,SESS_000947,desktop,Firefox,133.93.160.194,Mozilla/5.0 (compatible)
EVT_00000112,CUST_000511,2025-06-22 09:55:56,click,/page/49,SESS_000106,desktop,Firefox,238.74.113.226,Mozilla/5.0 (compatible)
EVT_00000113,CUST_000716,2025-07-10 09:55:56,login,/page/2,SESS_001994,mobile,Firefox,182.41.80.142,Mozilla/5.0 (compatible)
EVT_00000114,CUST_000015,2025-07-02 09:55:56,click,/page/6,SESS_000461,tablet,Chrome,119.243.31.166,Mozilla/5.0 (compatible)
EVT_00000115,CUST_000853,2025-08-22 09:55:56,click,/page/46,SESS_000598,mobile,Safari,107.214.124.251,Mozilla/5.0 (compatible)
EVT_00000116,CUST_000484,2025-08-10 09:55:56,click,/page/36,SESS_000297,desktop,Firefox,222.18.71.198,Mozilla/5.0 (compatible)
EVT_00000117,CUST_000809,2025-07-19 09:55:56,page_view,/page/33,SESS_000548,mobile,Safari,186.77.215.151,Mozilla/5.0 (compatible)
EVT_00000118,CUST_000594,2025-06-18 09:55:56,click,/page/10,SESS_000915,mobile,Safari,86.142.196.140,Mozilla/5.0 (compatible)
EVT_00000119,CUST_000387,2025-07-14 09:55:56,page_view,/page/13,SESS_001429,desktop,Edge,60.220.199.106,Mozilla/5.0 (compatible)
EVT_00000120,CUST_000045,2025-08-01 09:55:56,purchase_complete,/page/31,SESS_001445,tablet,Edge,99.254.170.203,Mozilla/5.0 (compatible)
EVT_00000121,CUST_000841,2025-06-19 09:55:56,logout,/page/32,SESS_001976,desktop,Safari,223.26.224.217,Mozilla/5.0 (compatible)
EVT_00000122,CUST_000451,2025-08-29 09:55:56,purchase_start,/page/30,SESS_000032,mobile,Edge,223.168.249.40,Mozilla/5.0 (compatible)
EVT_00000123,CUST_000077,2025-07-12 09:55:56,search,/page/17,SESS_000694,mobile,Edge,167.21.219.85,Mozilla/5.0 (compatible)
EVT_00000124,CUST_000873,2025-06-16 09:55:56,search,/page/35,SESS_000779,tablet,Edge,224.139.10.159,Mozilla/5.0 (compatible)
EVT_00000125,CUST_000071,2025-08-11 09:55:56,purchase_complete,/page/44,SESS_001887,desktop,Firefox,192.24.112.251,Mozilla/5.0 (compatible)
EVT_00000126,CUST_000101,2025-06-21 09:55:56,purchase_complete,/page/7,SESS_000909,desktop,Safari,232.8.12.84,Mozilla/5.0 (compatible)
EVT_00000127,CUST_000816,2025-09-03 09:55:56,page_view,/page/23,SESS_000768,desktop,Firefox,136.106.145.175,Mozilla/5.0 (compatible)
EVT_00000128,CUST_000812,2025-08-18 09:55:56,logout,/page/12,SESS_000162,mobile,Edge,159.175.62.128,Mozilla/5.0 (compatible)
EVT_00000129,CUST_000935,2025-06-28 09:55:56,logout,/page/15,SESS_000945,mobile,Edge,66.171.3.231,Mozilla/5.0 (compatible)
EVT_00000130,CUST_000824,2025-07-13 09:55:56,page_view,/page/44,SESS_001120,desktop,Edge,242.89.253.151,Mozilla/5.0 (compatible)
EVT_00000131,CUST_000307,2025-06-21 09:55:56,click,/page/45,SESS_000513,desktop,Safari,51.99.219.124,Mozilla/5.0 (compatible)
EVT_00000132,CUST_000110,2025-08-11 09:55:56,click,/page/37,SESS_000736,mobile,Safari,6.251.213.169,Mozilla/5.0 (compatible)
EVT_00000133,CUST_000406,2025-08-06 09:55:56,login,/page/37,SESS_001772,mobile,Chrome,234.156.191.128,Mozilla/5.0 (compatible)
EVT_00000134,CUST_000853,2025-08-05 09:55:56,search,/page/15,SESS_001244,mobile,Firefox,163.49.159.65,Mozilla/5.0 (compatible)
EVT_00000135,CUST_000695,2025-06-18 09:55:56,purchase_complete,/page/9,SESS_001287,desktop,Chrome,80.202.113.9,Mozilla/5.0 (compatible)
EVT_00000136,CUST_000594,2025-07-26 09:55:56,purchase_complete,/page/9,SESS_000185,tablet,Safari,192.107.45.52,Mozilla/5.0 (compatible)
EVT_00000137,CUST_000136,2025-07-03 09:55:56,page_view,/page/34,SESS_001028,tablet,Firefox,66.234.212.242,Mozilla/5.0 (compatible)
EVT_00000138,CUST_000494,2025-08-04 09:55:56,purchase_complete,/page/22,SESS_001648,desktop,Chrome,37.194.248.58,Mozilla/5.0 (compatible)
EVT_00000139,CUST_000881,2025-06-16 09:55:56,purchase_complete,/page/44,SESS_000814,tablet,Safari,24.203.102.4,Mozilla/5.0 (compatible)
EVT_00000140,CUST_000271,2025-07-04 09:55:56,login,/page/30,SESS_000755,mobile,Safari,150.98.211.164,Mozilla/5.0 (compatible)
EVT_00000141,CUST_000963,2025-07-25 09:55:56,login,/page/44,SESS_000479,desktop,Safari,235.157.57.166,Mozilla/5.0 (compatible)
EVT_00000142,CUST_000065,2025-06-21 09:55:56,search,/page/30,SESS_001863,mobile,Edge,30.36.12.243,Mozilla/5.0 (compatible)
EVT_00000143,CUST_000039,2025-08-03 09:55:56,click,/page/8,SESS_000200,desktop,Firefox,100.117.95.172,Mozilla/5.0 (compatible)
EVT_00000144,CUST_000973,2025-06-13 09:55:56,purchase_start,/page/27,SESS_001203,mobile,Firefox,227.107.168.26,Mozilla/5.0 (compatible)
EVT_00000145,CUST_000854,2025-07-10 09:55:56,purchase_start,/page/27,SESS_001924,tablet,Chrome,177.95.56.114,Mozilla/5.0 (compatible)
EVT_00000146,CUST_000456,2025-08-11 09:55:56,search,/page/24,SESS_000204,tablet,Safari,140.231.251.166,Mozilla/5.0 (compatible)
EVT_00000147,CUST_000368,2025-09-03 09:55:56,click,/page/18,SESS_000389,tablet,Edge,24.170.55.165,Mozilla/5.0 (compatible)
EVT_00000148,CUST_000655,2025-06-26 09:55:56,login,/page/4,SESS_001612,desktop,Firefox,202.145.53.18,Mozilla/5.0 (compatible)
EVT_00000149,CUST_000850,2025-07-02 09:55:56,logout,/page/38,SESS_000443,mobile,Firefox,85.199.38.202,Mozilla/5.0 (compatible)
EVT_00000150,CUST_000923,2025-06-26 09:55:56,login,/page/18,SESS_001759,tablet,Firefox,139.65.205.45,Mozilla/5.0 (compatible)
EVT_00000151,CUST_000113,2025-06-18 09:55:56,search,/page/2,SESS_000270,desktop,Firefox,151.83.5.45,Mozilla/5.0 (compatible)
EVT_00000152,CUST_000272,2025-09-04 09:55:56,logout,/page/48,SESS_000863,mobile,Chrome,122.115.200.93,Mozilla/5.0 (compatible)
EVT_00000153,CUST_000526,2025-06-27 09:55:56,login,/page/29,SESS_001032,desktop,Chrome,187.201.233.222,Mozilla/5.0 (compatible)
EVT_00000154,CUST_000675,2025-07-06 09:55:56,page_view,/page/30,SESS_001318,tablet,Chrome,123.217.103.110,Mozilla/5.0 (compatible)
EVT_00000155,CUST_000703,2025-08-28 09:55:56,click,/page/46,SESS_001864,desktop,Chrome,83.156.38.17,Mozilla/5.0 (compatible)
EVT_00000156,CUST_000130,2025-08-06 09:55:56,purchase_start,/page/41,SESS_001199,mobile,Safari,98.255.153.136,Mozilla/5.0 (compatible)
EVT_00000157,CUST_000302,2025-07-14 09:55:56,purchase_start,/page/39,SESS_000882,desktop,Chrome,219.168.167.225,Mozilla/5.0 (compatible)
EVT_00000158,CUST_000788,2025-07-02 09:55:56,purchase_complete,/page/14,SESS_000881,desktop,Firefox,106.87.212.117,Mozilla/5.0 (compatible)
EVT_00000159,CUST_000409,2025-07-19 09:55:56,purchase_complete,/page/7,SESS_000641,desktop,Safari,96.245.40.176,Mozilla/5.0 (compatible)
EVT_00000160,CUST_000946,2025-07-12 09:55:56,login,/page/6,SESS_001704,desktop,Edge,25.191.190.96,Mozilla/5.0 (compatible)
EVT_00000161,CUST_000832,2025-08-25 09:55:56,purchase_start,/page/4,SESS_001202,tablet,Safari,172.32.106.91,Mozilla/5.0 (compatible)
EVT_00000162,CUST_000895,2025-06-17 09:55:56,search,/page/28,SESS_001778,tablet,Chrome,248.74.154.80,Mozilla/5.0 (compatible)
EVT_00000163,CUST_000361,2025-08-28 09:55:56,purchase_start,/page/33,SESS_000436,desktop,Edge,58.217.28.90,Mozilla/5.0 (compatible)
EVT_00000164,CUST_000866,2025-07-01 09:55:56,page_view,/page/8,SESS_001562,desktop,Firefox,207.110.217.144,Mozilla/5.0 (compatible)
EVT_00000165,CUST_000998,2025-06-23 09:55:56,purchase_start,/page/44,SESS_001317,mobile,Safari,8.47.70.180,Mozilla/5.0 (compatible)
EVT_00000166,CUST_000781,2025-08-02 09:55:56,page_view,/page/23,SESS_000013,desktop,Firefox,145.169.103.18,Mozilla/5.0 (compatible)
EVT_00000167,CUST_000146,2025-06-21 09:55:56,login,/page/6,SESS_001529,mobile,Edge,108.117.88.41,Mozilla/5.0 (compatible)
EVT_00000168,CUST_000379,2025-08-02 09:55:56,purchase_complete,/page/21,SESS_001591,tablet,Chrome,227.14.40.41,Mozilla/5.0 (compatible)
EVT_00000169,CUST_000773,2025-06-23 09:55:56,login,/page/44,SESS_000168,desktop,Edge,125.156.114.107,Mozilla/5.0 (compatible)
EVT_00000170,CUST_000280,2025-08-14 09:55:56,search,/page/33,SESS_000234,desktop,Chrome,73.174.174.152,Mozilla/5.0 (compatible)
EVT_00000171,CUST_000499,2025-07-05 09:55:56,purchase_complete,/page/20,SESS_000094,desktop,Chrome,2.53.78.243,Mozilla/5.0 (compatible)
EVT_00000172,CUST_000217,2025-08-24 09:55:56,search,/page/17,SESS_000593,desktop,Chrome,128.192.111.45,Mozilla/5.0 (compatible)
EVT_00000173,CUST_000133,2025-07-24 09:55:56,purchase_start,/page/46,SESS_000472,mobile,Safari,19.102.221.190,Mozilla/5.0 (compatible)
EVT_00000174,CUST_000044,2025-07-17 09:55:56,login,/page/30,SESS_001887,desktop,Safari,148.110.147.104,Mozilla/5.0 (compatible)
EVT_00000175,CUST_000727,2025-06-21 09:55:56,click,/page/19,SESS_000236,desktop,Safari,44.206.243.159,Mozilla/5.0 (compatible)
EVT_00000176,CUST_000472,2025-06-14 09:55:56,page_view,/page/6,SESS_000895,mobile,Firefox,112.151.103.135,Mozilla/5.0 (compatible)
EVT_00000177,CUST_000081,2025-07-22 09:55:56,search,/page/20,SESS_001528,desktop,Safari,200.44.20.131,Mozilla/5.0 (compatible)
EVT_00000178,CUST_000649,2025-08-27 09:55:56,purchase_start,/page/33,SESS_000398,tablet,Safari,90.187.246.210,Mozilla/5.0 (compatible)
EVT_00000179,CUST_000661,2025-08-23 09:55:56,logout,/page/7,SESS_000300,desktop,Firefox,155.40.195.195,Mozilla/5.0 (compatible)
EVT_00000180,CUST_000672,2025-09-01 09:55:56,logout,/page/50,SESS_001287,desktop,Edge,175.237.226.145,Mozilla/5.0 (compatible)
EVT_00000181,CUST_000659,2025-06-21 09:55:56,purchase_start,/page/21,SESS_001770,tablet,Safari,39.113.18.121,Mozilla/5.0 (compatible)
EVT_00000182,CUST_000453,2025-06-22 09:55:56,page_view,/page/18,SESS_001212,desktop,Chrome,80.119.116.10,Mozilla/5.0 (compatible)
